L-value,Fe (2TAPL),Fe (4TAPL),"AlmO, int (2TAPL), 1 Acm","AlmO, int (4TAPL), 1 Acm","And, int (2TAPL), 1 Acm","And, int (4TAPL), 1 Acm","AlmO, diff (2TAPL), 1 Acm","AlmO, diff (4TAPL), 1 Acm","And, diff (2TAPL), 1 Acm","And, diff (4TAPL), 1 Acm","AlmO, int (2TAPL), 4 Acm","AlmO, int (4TAPL), 4 Acm","And, int (2TAPL), 4 Acm","And, int (4TAPL), 4 Acm"
187.49000,46,72,43,94.00000,184.00000,119.00000,278.00000,55,27,41,124,181,125,179
187.50000,49,71,21,117.00000,170.00000,154.00000,276.00000,46,26,40,106,181,99,182
187.51000,50,64,28,100.00000,144.00000,136.00000,277.00000,45,25,44,106,185,123,198
187.52000,41,67,40,126.00000,171.00000,156.00000,235.00000,45,27,38,127,200,126,168
187.53000,44,68,39,123.00000,186.00000,163.00000,284.00000,55,27,44,124,198,106,178
187.54000,43,55,33,105.00000,154.00000,141.00000,278.00000,62,35,46,140,186,106,170
187.55000,43,75,32,99.00000,192.00000,133.00000,284.00000,38,37,44,102,181,106,214
187.56000,40,67,40,103.00000,168.00000,170.00000,265.00000,41,32,61,148,205,111,190
187.57000,46,69,26,124.00000,178.00000,154.00000,283.00000,39,22,42,101,177,98,191
187.58000,37,76,31,117.00000,191.00000,186.00000,303.00000,41,23,44,126,214,122,192
187.59000,47,70,35,116.00000,178.00000,195.00000,275.00000,51,25,45,137,177,132,189
187.60000,38,58,26,133.00000,187.00000,170.00000,239.00000,45,26,65,127,175,112,207
187.61000,44,82,31,125.00000,165.00000,171.00000,298.00000,47,29,43,126,182,109,172
187.62000,58,50,27,124.00000,177.00000,181.00000,291.00000,37,26,42,138,188,105,171
187.63000,40,68,23,99.00000,179.00000,204.00000,306.00000,42,37,49,116,192,111,207
187.64000,49,70,36,109.00000,177.00000,175.00000,276.00000,43,24,43,137,188,114,183
187.65000,51,59,34,98.00000,210.00000,164.00000,261.00000,43,14,54,117,186,113,180
187.66000,45,52,36,129.00000,204.00000,209.00000,279.00000,40,25,63,150,178,141,191
187.67000,38,74,38,117.00000,189.00000,192.00000,283.00000,48,27,46,134,193,125,201
187.68000,53,69,26,139.00000,198.00000,181.00000,282.00000,58,26,54,116,192,135,196
187.69000,51,70,25,115.00000,182.00000,189.00000,292.00000,44,28,49,117,184,127,205
187.70000,54,78,29,110.00000,197.00000,182.00000,278.00000,49,27,41,138,203,108,210
187.71000,46,79,30,128.00000,191.00000,238.00000,275.00000,35,25,53,121,179,120,210
187.72000,45,62,33,124.00000,201.00000,201.00000,288.00000,54,33,36,126,184,97,209
187.73000,60,73,32,108.00000,192.00000,202.00000,299.00000,57,32,45,106,204,110,184
187.74000,46,66,34,136.00000,180.00000,206.00000,302.00000,42,27,58,126,194,113,203
187.75000,40,63,37,131.00000,192.00000,226.00000,285.00000,51,28,45,132,181,125,200
187.76000,48,62,27,148.00000,193.00000,222.00000,289.00000,46,21,63,92,176,130,202
187.77000,54,83,36,152.00000,176.00000,220.00000,309.00000,47,32,51,110,209,132,214
187.78000,49,70,39,144.00000,198.00000,209.00000,301.00000,37,28,58,118,204,112,190
187.79000,52,72,31,123.00000,184.00000,244.00000,272.00000,46,27,47,130,186,122,216
187.80000,48,75,35,139.00000,171.00000,248.00000,251.00000,43,31,59,150,196,123,196
187.81000,59,67,32,137.00000,186.00000,214.00000,297.00000,38,31,45,141,186,110,209
187.82000,34,63,24,134.00000,169.00000,234.00000,292.00000,48,32,46,117,168,127,192
187.83000,59,68,36,154.00000,160.00000,265.00000,288.00000,58,38,41,137,164,117,195
187.84000,54,78,31,145.00000,176.00000,217.00000,298.00000,56,30,53,131,203,114,180
187.85000,43,81,36,141.00000,175.00000,249.00000,283.00000,55,20,49,155,194,151,197
187.86000,55,68,29,148.00000,176.00000,246.00000,306.00000,55,39,56,117,184,116,217
187.87000,40,76,31,171.00000,166.00000,219.00000,276.00000,52,24,54,138,194,123,210
187.88000,40,77,32,162.00000,157.00000,246.00000,254.00000,47,26,38,119,209,155,206
187.89000,51,69,33,152.00000,177.00000,242.00000,274.00000,44,27,42,127,187,121,185
187.90000,37,65,29,139.00000,166.00000,259.00000,288.00000,46,33,47,117,209,132,202
187.91000,54,66,39,158.00000,183.00000,253.00000,249.00000,45,30,54,122,191,118,217
187.92000,56,73,33,152.00000,191.00000,249.00000,245.00000,38,31,39,129,169,131,204
187.93000,44,74,39,159.00000,169.00000,234.00000,275.00000,42,34,64,127,211,119,192
187.94000,62,80,28,141.00000,170.00000,257.00000,259.00000,46,32,58,124,180,113,214
187.95000,40,73,34,139.00000,148.00000,256.00000,261.00000,54,33,60,152,192,115,224
187.96000,36,73,26,157.00000,150.00000,213.00000,236.00000,41,36,39,126,196,131,198
187.97000,41,89,36,162.00000,172.00000,257.00000,219.00000,48,19,48,135,195,123,184
187.98000,54,73,38,153.00000,145.00000,265.00000,308.00000,59,29,54,122,173,123,206
187.99000,52,54,38,137.00000,153.00000,251.00000,236.00000,56,24,54,146,196,126,197
188.00000,54,80,35,147.00000,161.00000,250.00000,231.00000,45,39,43,122,191,106,210
188.01000,55,85,46,153.00000,146.00000,225.00000,237.00000,44,31,49,123,211,116,217
188.02000,35,77,33,155.00000,156.00000,233.00000,233.00000,40,36,57,142,173,122,223
188.03000,47,88,26,154.00000,135.00000,231.00000,227.00000,46,29,45,127,195,128,208
188.04000,60,77,28,162.00000,140.00000,267.00000,235.00000,43,27,51,128,169,136,209
188.05000,37,63,47,142.00000,154.00000,250.00000,254.00000,49,24,64,146,216,131,193
188.06000,40,71,36,157.00000,125.00000,266.00000,207.00000,48,30,57,138,201,119,231
188.07000,61,71,38,138.00000,150.00000,242.00000,231.00000,66,25,60,144,209,128,202
188.08000,52,65,31,170.00000,129.00000,275.00000,229.00000,61,39,48,123,184,132,197
188.09000,54,68,29,134.00000,115.00000,284.00000,215.00000,41,29,61,146,191,119,189
188.10000,51,69,38,141.00000,138.00000,238.00000,198.00000,60,27,50,153,222,133,249
188.11000,36,73,32,125.00000,142.00000,259.00000,199.00000,52,37,56,157,189,121,227
188.12000,49,84,25,142.00000,130.00000,269.00000,198.00000,58,31,49,121,210,123,217
188.13000,42,76,26,129.00000,114.00000,232.00000,190.00000,43,30,54,167,196,119,229
188.14000,36,80,30,156.00000,138.00000,250.00000,205.00000,47,27,54,132,191,137,212
188.15000,46,69,35,133.00000,131.00000,266.00000,195.00000,51,23,53,133,193,125,231
188.16000,44,66,45,132.00000,108.00000,241.00000,163.00000,33,34,50,142,217,129,208
188.17000,50,77,30,140.00000,125.00000,248.00000,169.00000,46,33,60,127,206,119,236
188.18000,44,91,41,138.00000,128.00000,228.00000,195.00000,42,32,65,142,221,132,218
188.19000,39,74,38,135.00000,129.00000,229.00000,162.00000,55,32,59,149,186,131,195
188.20000,56,88,31,135.00000,119.00000,236.00000,185.00000,58,31,50,125,184,129,216
188.21000,49,91,36,126.00000,96.00000,196.00000,190.00000,54,32,55,124,192,132,230
188.22000,59,76,44,139.00000,104.00000,206.00000,180.00000,59,40,60,143,176,143,234
188.23000,57,53,29,142.00000,101.00000,207.00000,175.00000,49,28,58,140,210,144,213
188.24000,53,84,23,128.00000,108.00000,222.00000,182.00000,55,37,57,142,216,128,210
188.25000,53,80,36,121.00000,113.00000,193.00000,174.00000,46,37,68,134,191,109,225
188.26000,49,84,34,136.00000,104.00000,209.00000,178.00000,51,30,56,137,211,145,233
188.27000,45,79,42,114.00000,99.00000,212.00000,159.00000,53,27,62,122,200,135,219
188.28000,46,66,33,116.00000,106.00000,208.00000,166.00000,46,35,50,137,196,134,215
188.29000,52,85,35,108.00000,94.00000,215.00000,177.00000,42,32,50,124,231,122,225
188.30000,48,67,40,124.00000,90.00000,219.00000,149.00000,69,32,52,136,199,127,197
188.31000,42,69,33,109.00000,81.00000,174.00000,170.00000,48,35,64,129,222,139,214
188.32000,57,81,35,95.00000,112.00000,183.00000,155.00000,58,27,60,124,215,154,227
188.33000,42,89,35,113.00000,96.00000,160.00000,161.00000,51,34,63,135,224,120,231
188.34000,39,82,29,104.00000,110.00000,171.00000,133.00000,53,31,59,134,222,156,215
188.35000,64,92,33,114.00000,99.00000,180.00000,174.00000,54,27,57,130,212,129,243
188.36000,57,66,37,107.00000,95.00000,179.00000,169.00000,59,32,52,155,209,147,252
188.37000,59,78,37,101.00000,99.00000,161.00000,166.00000,50,37,53,122,195,132,246
188.38000,45,65,31,99.00000,89.00000,168.00000,128.00000,63,41,55,132,206,152,248
188.39000,50,66,40,92.00000,92.00000,155.00000,139.00000,43,46,53,169,210,153,249
188.40000,46,78,39,102.00000,89.00000,154.00000,144.00000,54,23,51,149,210,146,216
188.41000,50,90,35,92.00000,87.00000,161.00000,152.00000,60,34,51,129,252,139,215
188.42000,47,71,41,103.00000,77.00000,175.00000,138.00000,69,43,56,134,238,130,228
188.43000,47,81,38,100.00000,90.00000,145.00000,132.00000,43,29,59,132,232,148,225
188.44000,52,82,38,92.00000,87.00000,152.00000,141.00000,71,43,57,132,197,148,231
188.45000,53,77,27,107.00000,83.00000,153.00000,128.00000,60,35,58,142,218,163,231
188.46000,43,92,42,78.00000,100.00000,168.00000,141.00000,51,34,53,141,221,145,216
188.47000,45,72,51,79.00000,73.00000,144.00000,129.00000,57,33,49,159,188,154,220
188.48000,48,64,35,86.00000,82.00000,144.00000,140.00000,65,42,67,156,203,124,233
188.49000,57,75,37,73.00000,90.00000,169.00000,148.00000,54,35,66,140,202,147,251
188.50000,45,83,36,84.00000,89.00000,143.00000,110.00000,59,32,55,149,216,142,223
188.51000,47,86,27,84.00000,92.00000,141.00000,132.00000,76,36,58,145,212,138,227
188.52000,53,91,33,98.00000,82.00000,152.00000,141.00000,50,25,55,116,218,149,252
188.53000,33,87,37,78.00000,68.00000,156.00000,119.00000,51,26,58,140,190,141,235
188.54000,36,87,33,73.00000,65.00000,152.00000,129.00000,53,37,74,151,201,147,245
188.55000,41,77,42,95.00000,83.00000,134.00000,126.00000,49,42,64,141,204,154,211
188.56000,75,65,42,86.00000,77.00000,106.00000,124.00000,45,34,68,128,193,166,239
188.57000,64,78,35,72.00000,81.00000,137.00000,143.00000,45,32,58,143,219,134,241
188.58000,45,65,35,85.00000,96.00000,133.00000,128.00000,52,42,72,135,223,148,222
188.59000,42,89,35,79.00000,57.00000,111.00000,114.00000,50,32,65,150,204,138,242
188.60000,49,87,38,71.00000,81.00000,131.00000,110.00000,52,38,59,147,192,142,258
188.61000,64,78,31,91.00000,78.00000,139.00000,118.00000,56,43,60,149,224,165,236
188.62000,42,76,33,86.00000,94.00000,125.00000,97.00000,55,35,75,126,199,126,243
188.63000,54,94,39,72.00000,88.00000,111.00000,104.00000,52,38,69,158,211,135,245
188.64000,54,76,32,89.00000,69.00000,126.00000,132.00000,49,37,68,173,224,146,271
188.65000,55,90,31,73.00000,98.00000,136.00000,115.00000,50,37,58,148,209,155,233
188.66000,53,86,36,64.00000,67.00000,125.00000,116.00000,54,29,56,127,230,152,269
188.67000,55,76,39,77.00000,85.00000,118.00000,130.00000,47,34,67,146,222,141,234
188.68000,59,105,41,63.00000,80.00000,124.00000,110.00000,52,42,54,140,217,157,241
188.69000,58,87,40,71.00000,57.00000,126.00000,120.00000,65,34,73,149,244,133,276
188.70000,57,76,30,74.00000,75.00000,144.00000,128.00000,63,40,67,152,235,138,260
188.71000,40,115,39,65.00000,77.00000,114.00000,112.00000,48,43,66,142,241,143,270
188.72000,58,93,31,71.00000,64.00000,125.00000,120.00000,50,35,60,130,218,133,255
188.73000,52,73,30,58.00000,91.00000,110.00000,142.00000,71,24,83,132,203,159,258
188.74000,41,85,36,61.00000,78.00000,116.00000,124.00000,57,37,65,149,228,127,242
188.75000,46,84,32,61.00000,71.00000,93.00000,101.00000,48,27,68,142,245,173,251
188.76000,56,72,33,63.00000,64.00000,110.00000,108.00000,58,24,75,129,205,153,260
188.77000,44,85,39,66.00000,76.00000,119.00000,112.00000,54,38,60,148,239,162,262
188.78000,63,89,42,60.00000,72.00000,114.00000,116.00000,57,40,61,133,207,137,261
188.79000,42,71,32,64.00000,73.00000,111.00000,104.00000,47,36,73,144,232,144,244
188.80000,55,93,36,74.00000,71.00000,102.00000,103.00000,50,35,56,159,214,136,265
188.81000,55,97,29,57.00000,74.00000,92.00000,104.00000,44,30,69,170,241,155,248
188.82000,42,79,38,71.00000,78.00000,96.00000,130.00000,56,34,70,134,246,168,222
188.83000,57,89,26,71.00000,72.00000,123.00000,102.00000,64,37,73,161,246,146,254
188.84000,61,90,33,69.00000,72.00000,112.00000,107.00000,52,36,55,154,227,151,266
188.85000,51,80,48,42.00000,72.00000,98.00000,107.00000,55,33,54,149,220,156,257
188.86000,54,85,41,54.00000,81.00000,93.00000,115.00000,59,33,53,155,255,173,254
188.87000,49,79,32,57.00000,75.00000,123.00000,118.00000,52,33,74,118,240,156,220
188.88000,48,95,33,48.00000,79.00000,82.00000,119.00000,57,40,54,136,224,141,268
188.89000,48,90,29,68.00000,70.00000,113.00000,83.00000,55,35,54,141,244,147,250
188.90000,47,92,39,70.00000,50.00000,106.00000,119.00000,72,33,71,161,239,164,256
188.91000,41,98,38,54.00000,89.00000,83.00000,113.00000,52,38,61,152,223,174,294
188.92000,63,83,36,53.00000,64.00000,98.00000,101.00000,55,50,69,153,237,144,261
188.93000,52,95,31,62.00000,73.00000,95.00000,109.00000,61,38,61,137,243,166,250
188.94000,57,97,37,65.00000,70.00000,93.00000,103.00000,69,43,67,141,250,139,285
188.95000,53,79,31,55.00000,58.00000,108.00000,106.00000,47,35,74,117,242,146,289
188.96000,47,81,43,58.00000,77.00000,86.00000,119.00000,66,40,61,160,213,143,245
188.97000,49,99,41,55.00000,54.00000,95.00000,103.00000,61,40,54,137,240,147,276
188.98000,54,84,33,59.00000,71.00000,109.00000,95.00000,56,47,56,153,227,180,248
188.99000,63,93,44,55.00000,71.00000,107.00000,96.00000,57,31,66,153,223,141,252
189.00000,56,83,37,65.00000,81.00000,90.00000,104.00000,46,33,69,141,275,148,252
189.01000,50,92,37,71.00000,71.00000,104.00000,120.00000,68,49,68,130,219,175,258
189.02000,49,91,34,60.00000,70.00000,91.00000,94.00000,49,36,63,163,250,174,262
189.03000,52,87,46,52.00000,87.00000,96.00000,114.00000,62,46,61,169,228,158,270
189.04000,45,97,28,57.00000,66.00000,100.00000,108.00000,66,35,69,146,241,158,249
189.05000,56,103,45,63.00000,57.00000,104.00000,119.00000,59,39,69,143,236,146,305
189.06000,64,87,45,62.00000,84.00000,94.00000,98.00000,49,47,66,160,254,148,254
189.07000,30,95,35,49.00000,72.00000,98.00000,122.00000,68,37,69,140,255,145,243
189.08000,45,105,40,64.00000,66.00000,106.00000,94.00000,55,42,86,153,235,154,267
189.09000,55,93,50,62.00000,67.00000,67.00000,108.00000,68,30,75,156,269,132,256
189.10000,51,94,33,76.00000,69.00000,81.00000,103.00000,63,39,64,160,262,148,260
189.11000,45,86,42,64.00000,66.00000,107.00000,112.00000,63,44,63,138,226,171,263
189.12000,58,102,34,69.00000,77.00000,115.00000,93.00000,74,40,77,178,212,157,296
189.13000,53,94,44,56.00000,68.00000,96.00000,100.00000,72,30,75,144,243,163,295
189.14000,52,92,35,60.00000,63.00000,100.00000,115.00000,56,48,69,147,243,146,263
189.15000,47,92,42,57.00000,63.00000,100.00000,112.00000,70,44,82,146,266,167,282
189.16000,59,97,37,60.00000,76.00000,91.00000,103.00000,38,34,72,161,242,164,285
189.17000,54,94,49,44.00000,80.00000,94.00000,109.00000,67,39,78,137,239,169,258
189.18000,42,89,37,60.00000,55.00000,99.00000,106.00000,61,49,53,147,239,156,244
189.19000,53,89,41,55.00000,67.00000,87.00000,102.00000,71,35,68,169,232,164,290
189.20000,53,73,35,72.00000,84.00000,99.00000,99.00000,56,44,77,143,259,162,274
189.21000,63,96,41,56.00000,77.00000,83.00000,113.00000,63,59,64,132,241,178,252
189.22000,58,86,40,52.00000,84.00000,94.00000,103.00000,59,38,64,144,269,161,271
189.23000,39,107,32,65.00000,66.00000,90.00000,89.00000,59,54,80,157,248,158,275
189.24000,57,84,45,55.00000,79.00000,74.00000,105.00000,46,36,62,143,274,162,247
189.25000,53,112,47,81.00000,83.00000,109.00000,102.00000,72,46,86,164,243,147,268
189.26000,51,93,44,68.00000,67.00000,98.00000,100.00000,56,38,66,148,242,141,262
189.27000,62,96,36,57.00000,71.00000,95.00000,101.00000,74,46,80,143,277,161,291
189.28000,45,101,34,64.00000,76.00000,84.00000,115.00000,78,39,65,166,245,181,284
189.29000,53,106,40,41.00000,87.00000,89.00000,108.00000,64,39,75,148,263,178,292
189.30000,52,91,38,58.00000,72.00000,85.00000,108.00000,64,56,76,180,278,182,287
189.31000,71,81,38,60.00000,66.00000,95.00000,92.00000,67,38,68,185,250,195,277
189.32000,51,83,42,68.00000,70.00000,79.00000,97.00000,66,38,64,153,291,179,280
189.33000,69,100,32,53.00000,69.00000,80.00000,104.00000,72,37,87,148,279,162,307
189.34000,58,117,33,57.00000,61.00000,87.00000,105.00000,48,40,66,149,248,160,280
189.35000,49,104,39,59.00000,69.00000,87.00000,119.00000,65,50,72,149,271,184,268
189.36000,59,93,42,54.00000,77.00000,86.00000,97.00000,73,48,73,154,253,165,284
189.37000,55,108,42,57.00000,80.00000,109.00000,114.00000,59,52,73,149,242,189,273
189.38000,61,108,37,45.00000,71.00000,73.00000,94.00000,77,48,67,150,243,157,300
189.39000,60,114,33,56.00000,86.00000,93.00000,113.00000,71,39,67,138,244,145,306
189.40000,50,90,38,66.00000,93.00000,92.00000,103.00000,67,44,85,165,282,167,293
189.41000,70,101,42,62.00000,76.00000,95.00000,103.00000,61,47,83,141,238,177,294
189.42000,61,114,38,59.00000,69.00000,69.00000,101.00000,61,37,76,126,251,180,289
189.43000,59,111,43,61.00000,94.00000,94.00000,120.00000,73,36,71,145,257,165,294
189.44000,44,115,40,52.00000,69.00000,77.00000,100.00000,63,49,71,159,222,174,275
189.45000,48,127,38,60.00000,69.00000,82.00000,91.00000,67,40,64,172,286,199,268
189.46000,55,100,45,46.00000,81.00000,73.00000,101.00000,88,43,59,157,274,156,295
189.47000,55,112,48,66.00000,81.00000,91.00000,108.00000,66,43,69,152,284,171,314
189.48000,65,90,56,53.00000,61.00000,94.00000,113.00000,45,46,66,152,258,140,298
189.49000,59,104,31,47.00000,88.00000,84.00000,104.00000,74,39,71,172,275,173,299
189.50000,39,97,48,68.00000,75.00000,83.00000,102.00000,67,48,79,163,278,181,290
189.51000,62,104,37,64.00000,81.00000,90.00000,104.00000,83,56,73,170,275,160,300
189.52000,62,110,43,57.00000,79.00000,105.00000,95.00000,68,51,72,155,251,179,282
189.53000,67,92,38,65.00000,85.00000,82.00000,109.00000,62,53,79,152,287,179,317
189.54000,49,97,45,50.00000,68.00000,85.00000,126.00000,95,36,67,170,287,162,298
189.55000,55,104,33,51.00000,74.00000,81.00000,107.00000,89,47,58,159,266,170,258
189.56000,36,107,43,57.00000,90.00000,95.00000,101.00000,73,45,85,154,276,222,291
189.57000,48,103,34,60.00000,80.00000,87.00000,113.00000,67,38,68,160,286,193,282
189.58000,50,93,36,59.00000,72.00000,78.00000,114.00000,50,45,83,143,282,190,317
189.59000,56,102,46,62.00000,74.00000,77.00000,135.00000,52,47,93,183,258,208,293
189.60000,64,95,44,49.00000,80.00000,99.00000,115.00000,88,36,75,142,271,157,331
189.61000,69,92,37,55.00000,93.00000,98.00000,114.00000,61,47,75,171,276,177,294
189.62000,76,84,53,68.00000,91.00000,80.00000,121.00000,45,36,80,180,268,175,292
189.63000,57,113,42,54.00000,84.00000,86.00000,113.00000,70,53,76,140,263,198,297
189.64000,43,111,45,55.00000,87.00000,87.00000,104.00000,68,53,71,165,305,208,312
189.65000,64,101,51,57.00000,80.00000,71.00000,101.00000,53,36,70,155,305,162,284
189.66000,66,110,44,64.00000,85.00000,91.00000,84.00000,60,43,81,168,277,199,308
189.67000,60,129,49,61.00000,83.00000,98.00000,129.00000,74,45,75,158,275,171,307
189.68000,51,113,40,57.00000,90.00000,65.00000,102.00000,62,37,85,165,255,169,319
189.69000,61,118,53,52.00000,85.00000,83.00000,122.00000,53,53,72,155,283,208,300
189.70000,64,126,43,62.00000,87.00000,84.00000,116.00000,72,63,70,150,265,171,304
189.71000,53,123,44,57.00000,91.00000,80.00000,132.00000,83,52,95,145,282,183,310
189.72000,57,101,57,71.00000,86.00000,101.00000,128.00000,74,45,72,175,272,191,305
189.73000,62,110,37,67.00000,99.00000,89.00000,132.00000,74,45,77,186,294,195,315
189.74000,71,107,39,71.00000,71.00000,107.00000,128.00000,72,28,74,171,290,181,316
189.75000,72,96,37,49.00000,95.00000,94.00000,108.00000,70,48,59,153,300,185,344
189.76000,61,130,33,54.00000,106.00000,101.00000,104.00000,72,53,79,171,263,207,280
189.77000,46,99,39,70.00000,106.00000,89.00000,107.00000,77,44,75,155,300,187,325
189.78000,60,129,45,67.00000,99.00000,88.00000,126.00000,73,53,86,157,306,192,287
189.79000,41,114,44,59.00000,78.00000,72.00000,116.00000,77,44,77,224,288,212,324
189.80000,50,124,36,56.00000,109.00000,94.00000,142.00000,70,43,71,183,292,197,332
189.81000,70,93,36,73.00000,83.00000,87.00000,142.00000,80,42,75,176,291,195,298
189.82000,61,127,50,64.00000,89.00000,89.00000,107.00000,67,62,59,150,280,203,313
189.83000,54,106,35,62.00000,113.00000,89.00000,108.00000,71,44,64,150,291,186,334
189.84000,55,115,42,67.00000,111.00000,82.00000,143.00000,75,55,96,174,299,209,297
189.85000,59,117,38,71.00000,97.00000,86.00000,120.00000,74,71,94,166,311,197,298
189.86000,66,118,43,68.00000,102.00000,85.00000,126.00000,88,50,74,172,290,185,261
189.87000,65,113,55,69.00000,118.00000,79.00000,138.00000,61,53,80,153,273,197,322
189.88000,76,110,41,59.00000,98.00000,82.00000,127.00000,66,42,78,143,315,199,281
189.89000,59,104,35,70.00000,107.00000,86.00000,133.00000,73,47,86,164,273,188,323
189.90000,58,129,48,72.00000,99.00000,75.00000,137.00000,98,50,96,158,279,185,309
189.91000,66,102,52,62.00000,112.00000,79.00000,134.00000,80,56,77,165,294,214,306
189.92000,76,110,29,73.00000,117.00000,90.00000,127.00000,87,48,74,167,293,191,317
189.93000,47,97,41,63.00000,105.00000,77.00000,120.00000,76,45,77,176,268,197,281
189.94000,79,126,32,79.00000,100.00000,85.00000,146.00000,69,52,64,173,313,241,294
189.95000,74,143,50,79.00000,111.00000,104.00000,112.00000,85,44,87,198,268,182,336
189.96000,58,153,39,82.00000,90.00000,92.00000,125.00000,79,59,85,169,296,177,289
189.97000,67,121,37,54.00000,138.00000,94.00000,144.00000,89,56,85,157,296,209,291
189.98000,53,133,39,74.00000,113.00000,104.00000,143.00000,68,51,89,158,303,195,282
189.99000,57,123,57,62.00000,126.00000,90.00000,141.00000,59,46,86,201,293,206,301
190.00000,53,128,37,54.00000,94.00000,96.00000,148.00000,73,51,78,171,283,190,333
190.01000,60,129,51,64.00000,104.00000,97.00000,139.00000,77,49,100,164,331,186,291
190.02000,66,141,32,63.00000,104.00000,95.00000,139.00000,71,48,80,179,272,179,296
190.03000,78,122,43,72.00000,122.00000,118.00000,155.00000,79,42,69,151,300,259,305
190.04000,63,121,44,58.00000,103.00000,97.00000,150.00000,77,56,104,169,296,209,346
190.05000,75,135,43,88.00000,111.00000,116.00000,136.00000,68,48,88,168,321,213,289
190.06000,58,129,42,84.00000,121.00000,88.00000,141.00000,83,64,88,203,294,200,284
190.07000,65,114,42,82.00000,120.00000,118.00000,159.00000,87,56,83,182,287,201,302
190.08000,64,134,33,86.00000,122.00000,125.00000,158.00000,68,53,73,178,268,184,331
190.09000,71,137,40,81.00000,113.00000,113.00000,136.00000,73,61,67,184,316,206,339
190.10000,69,116,39,84.00000,135.00000,107.00000,152.00000,77,67,85,156,310,221,324
190.11000,55,129,48,87.00000,101.00000,116.00000,141.00000,58,51,78,195,292,205,284
190.12000,68,140,49,75.00000,95.00000,109.00000,139.00000,90,59,94,195,330,201,332
190.13000,74,123,51,94.00000,120.00000,120.00000,178.00000,73,47,84,183,328,178,303
190.14000,75,153,37,87.00000,138.00000,112.00000,166.00000,86,41,83,180,305,220,358
190.15000,80,126,45,85.00000,127.00000,109.00000,140.00000,74,55,84,184,312,206,343
190.16000,65,139,35,67.00000,128.00000,110.00000,158.00000,68,60,84,180,294,187,315
190.17000,61,133,44,89.00000,118.00000,134.00000,165.00000,74,59,76,185,313,212,333
190.18000,55,137,48,77.00000,98.00000,98.00000,153.00000,72,52,81,194,324,223,345
190.19000,80,148,54,77.00000,139.00000,124.00000,156.00000,94,52,77,166,334,218,301
190.20000,76,123,43,65.00000,128.00000,132.00000,157.00000,67,47,86,177,316,221,309
190.21000,57,133,34,95.00000,118.00000,117.00000,141.00000,89,60,81,169,303,199,295
190.22000,54,147,42,92.00000,109.00000,117.00000,166.00000,79,55,68,167,305,197,330
190.23000,69,151,37,99.00000,128.00000,115.00000,171.00000,88,49,67,173,315,214,354
190.24000,75,124,44,87.00000,126.00000,94.00000,138.00000,91,56,79,203,334,209,342
190.25000,69,126,42,78.00000,135.00000,107.00000,165.00000,86,53,86,178,287,231,285
190.26000,61,147,41,81.00000,113.00000,101.00000,168.00000,87,60,90,201,309,224,334
190.27000,75,143,39,88.00000,126.00000,93.00000,166.00000,93,57,95,183,319,200,311
190.28000,56,132,45,80.00000,120.00000,103.00000,181.00000,88,45,71,193,320,218,344
190.29000,67,137,43,79.00000,134.00000,113.00000,177.00000,82,49,91,191,339,201,310
190.30000,68,126,43,84.00000,154.00000,120.00000,175.00000,81,55,87,182,320,206,299
190.31000,75,144,37,79.00000,118.00000,122.00000,178.00000,73,59,99,206,336,222,381
190.32000,62,160,34,97.00000,140.00000,98.00000,181.00000,89,46,76,167,293,238,335
190.33000,63,134,50,97.00000,131.00000,108.00000,212.00000,93,64,73,193,343,219,337
190.34000,62,115,44,87.00000,141.00000,123.00000,207.00000,93,57,85,159,265,232,304
190.35000,62,140,49,83.00000,148.00000,107.00000,185.00000,102,55,95,193,321,211,340
190.36000,82,143,53,99.00000,127.00000,119.00000,204.00000,90,55,67,190,317,203,307
190.37000,64,119,34,93.00000,161.00000,113.00000,170.00000,86,60,83,184,338,250,326
190.38000,67,110,45,71.00000,135.00000,92.00000,176.00000,84,59,64,197,336,235,310
190.39000,75,150,34,77.00000,142.00000,125.00000,215.00000,90,62,82,184,327,219,372
190.40000,80,157,38,94.00000,138.00000,124.00000,196.00000,93,50,104,197,358,216,337
190.41000,61,137,48,94.00000,152.00000,95.00000,211.00000,81,61,84,210,331,216,314
190.42000,73,119,42,94.00000,150.00000,109.00000,201.00000,95,36,86,209,324,217,344
190.43000,60,141,48,81.00000,149.00000,127.00000,199.00000,85,56,71,191,344,225,327
190.44000,52,153,52,98.00000,137.00000,109.00000,209.00000,82,54,75,185,349,231,329
190.45000,62,151,35,84.00000,146.00000,114.00000,218.00000,79,53,80,192,340,239,323
190.46000,69,161,47,97.00000,144.00000,106.00000,232.00000,75,57,85,185,366,234,356
190.47000,72,112,52,101.00000,152.00000,129.00000,228.00000,83,62,74,186,312,257,330
190.48000,82,133,46,102.00000,153.00000,117.00000,224.00000,94,70,80,193,356,250,327
190.49000,64,152,44,97.00000,167.00000,138.00000,256.00000,72,52,79,208,344,248,311
190.50000,73,166,51,86.00000,185.00000,110.00000,216.00000,82,52,85,184,343,242,340
190.51000,65,167,63,95.00000,176.00000,142.00000,238.00000,97,61,96,190,327,250,333
190.52000,72,138,44,108.00000,183.00000,116.00000,240.00000,97,52,86,195,358,232,320
190.53000,68,130,52,90.00000,174.00000,129.00000,217.00000,83,65,107,201,366,213,347
